u_id,home,name
4347749,1584,FREQ
47762825,1437,FREQ
65932773,1174,FREQ
32614774,1554,FREQ
53944790,1192,FREQ
69660659,1034,FREQ
2113782,925,FREQ
1680875,1342,FREQ
72848030,1622,FREQ
9604214,1103,FREQ
728203,880,FREQ
22587034,1374,FREQ
30015228,1455,FREQ
26846815,823,FREQ
44432320,562,FREQ
65366158,1158,FREQ
5579311,1213,FREQ
95444774,862,FREQ
923887,899,FREQ
88114890,1072,FREQ
73141263,1059,FREQ
49680974,1221,FREQ
60140397,963,FREQ
79867049,1425,FREQ
29947968,1426,FREQ
45409553,1594,FREQ
66639666,339,FREQ
15384315,1425,FREQ
83974112,1582,FREQ
37316363,480,FREQ
18498843,463,FREQ
78397575,1312,FREQ
37632554,718,FREQ
55464003,774,FREQ
62154330,1216,FREQ
25536723,645,FREQ
12007648,1272,FREQ
14289706,643,FREQ
98126997,1520,FREQ
54285917,722,FREQ
77290632,1554,FREQ
17592454,800,FREQ
57636990,627,FREQ
65274021,1326,FREQ
55323103,624,FREQ
74243912,976,FREQ
34542425,1572,FREQ
86220162,917,FREQ
63306089,1103,FREQ
22369507,1214,FREQ
58176738,1594,FREQ
28367248,1461,FREQ
83830811,918,FREQ
48255314,1520,FREQ
38272512,354,FREQ
78854633,795,FREQ
7277642,370,FREQ
85006028,630,FREQ
66132985,1436,FREQ
47156687,1426,FREQ
61504477,716,FREQ
89732998,805,FREQ
2687074,842,FREQ
45023649,853,FREQ
24262297,1034,FREQ
57584054,1631,FREQ
58639460,1342,FREQ
47945888,481,FREQ
33005238,624,FREQ
44371820,579,FREQ
58546400,805,FREQ
98308819,1442,FREQ
91598898,627,FREQ
12072151,681,FREQ
20031071,823,FREQ
55147202,1343,FREQ
35306633,593,FREQ
83935862,626,FREQ
41864046,1114,FREQ
33571297,715,FREQ
64397394,502,FREQ
81220344,643,FREQ
44596382,722,FREQ
37365373,762,FREQ
55173252,937,FREQ
93695408,1449,FREQ
59702716,1554,FREQ
66053971,1108,FREQ
38354198,663,FREQ
58403740,1449,FREQ
19300564,339,FREQ
6162889,1476,FREQ
25742270,611,FREQ
35011789,615,FREQ
31074855,1194,FREQ
8547797,1188,FREQ
53073082,1357,FREQ
14753391,1556,FREQ
16090309,1411,FREQ
66384236,1566,FREQ
61448337,1216,FREQ
40608368,1554,FREQ
59662458,1357,FREQ
52002802,1425,FREQ
2650259,1232,FREQ
5664820,1395,FREQ
46469593,1613,FREQ
32430776,1574,FREQ
26514574,1584,FREQ
28934587,1466,FREQ
71317028,1278,FREQ
85704074,1080,FREQ
24369004,598,FREQ
93467120,597,FREQ
12120025,1437,FREQ
99140050,1584,FREQ
42701688,1398,FREQ
676942,1483,FREQ
70920294,387,FREQ
2603619,1257,FREQ
87362887,1054,FREQ
51222304,1494,FREQ
26748049,937,FREQ
90226750,880,FREQ
77937134,842,FREQ
83571785,629,FREQ
31254896,888,FREQ
71851976,1060,FREQ
57896450,944,FREQ
67051607,1192,FREQ
83070929,1562,FREQ
85256033,1472,FREQ
68130628,1114,FREQ
54016170,1483,FREQ
27903802,1384,FREQ
43423296,1471,FREQ
20545846,757,FREQ
16121074,1385,FREQ
88130067,1192,FREQ
86494422,1059,FREQ
45260751,763,FREQ
64947264,881,FREQ
22803294,785,FREQ
54838637,678,FREQ
29026850,1386,FREQ
42947235,1113,FREQ
25290145,1483,FREQ
56368925,736,FREQ
5460462,1530,FREQ
92630912,1059,FREQ
48660040,1455,FREQ
32548347,1471,FREQ
39600663,387,FREQ
94535789,962,FREQ
87487478,957,FREQ
99748316,1494,FREQ
29133323,1488,FREQ
39272959,610,FREQ
65379399,1448,FREQ
29980414,1342,FREQ
10131907,962,FREQ
63320357,1169,FREQ
32995643,1564,FREQ
20628422,1628,FREQ
41366887,923,FREQ
53819428,1438,FREQ
45759430,1631,FREQ
20836916,1426,FREQ
52331940,1040,FREQ
71362922,962,FREQ
89917576,321,FREQ
30108940,1612,FREQ
