grid_id,local,visitor,total_local,total_visitor,OR
1127,6,1153,39961,3096509,0.4032347410364307
1130,27,2403,39961,3096509,0.8706547872940161
1131,83,3342,39961,3096509,1.92445449244192
1132,28,1117,39961,3096509,1.9424097850820845
1133,12,3100,39961,3096509,0.29995461704193843
1135,193,8992,39961,3096509,1.6631714058440075
1136,209,14813,39961,3096509,1.0932997838693037
1137,36,2221,39961,3096509,1.2560008728005527
1142,5,1753,39961,3096509,0.22101618958690084
1145,17,10143,39961,3096509,0.12987288703301256
1146,75,10929,39961,3096509,0.5317614333596448
1147,96,27145,39961,3096509,0.27404216255811653
1148,29,4022,39961,3096509,0.5587170576842008
1150,17,3876,39961,3096509,0.33986085995248877
1151,74,7064,39961,3096509,0.8117401513474505
1152,33,3285,39961,3096509,0.7784210381377551
1153,148,3908,39961,3096509,2.9345611203267095
1154,46,2525,39961,3096509,1.4116676036363178
1156,46,1448,39961,3096509,2.4616441292691316
1157,127,8526,39961,3096509,1.1542354047366017
1158,233,6178,39961,3096509,2.922429317597283
1165,127,14717,39961,3096509,0.6686832276132544
1166,75,16154,39961,3096509,0.35976356971570866
1167,132,37396,39961,3096509,0.273517286371005
1168,30,7241,39961,3096509,0.3210396743647318
1169,20,7923,39961,3096509,0.19560337263452593
1170,46,3357,39961,3096509,1.0617994337747103
1171,25,3493,39961,3096509,0.5545968799682754
1172,98,4319,39961,3096509,1.7582428929794882
1173,89,3629,39961,3096509,1.9003738137657487
1174,128,7196,39961,3096509,1.3783350940596766
1177,50,1870,39961,3096509,2.071879039282552
1178,122,3689,39961,3096509,2.562637484531967
1179,29,1306,39961,3096509,1.7206431898972863
1184,8,2384,39961,3096509,0.26002777204418603
1187,185,30529,39961,3096509,0.46956438379232784
1188,77,20397,39961,3096509,0.2925232758408537
1190,86,12900,39961,3096509,0.516588507127783
1191,133,8214,39961,3096509,1.2546799022643376
1192,105,5541,39961,3096509,1.4683755616788634
1193,17,6908,39961,3096509,0.190692051704668
1194,125,6610,39961,3096509,1.4653607426090665
1195,47,6403,39961,3096509,0.5687879080510495
1199,153,4582,39961,3096509,2.587452256347145
1200,29,1319,39961,3096509,1.7036846141060316
1208,20,9778,39961,3096509,0.15849514434274378
1209,105,32111,39961,3096509,0.2533794957261556
1210,195,36553,39961,3096509,0.41337821337476127
1211,41,6647,39961,3096509,0.4779628883460005
1212,68,8153,39961,3096509,0.6462900493932768
1213,164,11009,39961,3096509,1.1543352961525533
1214,66,9976,39961,3096509,0.5126529892306587
1215,91,6028,39961,3096509,1.1697798809379956
1216,166,17681,39961,3096509,0.7275071448154399
1217,16,8174,39961,3096509,0.151677565097465
1220,23,711,39961,3096509,2.5066530936580187
1221,131,2851,39961,3096509,3.5604925166821935
1231,94,21586,39961,3096509,0.33743620636068467
1232,118,34560,39961,3096509,0.2645722388935694
1233,126,17643,39961,3096509,0.5533935716553363
1234,59,5859,39961,3096509,0.7803052206999281
1235,54,8474,39961,3096509,0.4937888727560823
1236,152,5872,39961,3096509,2.005827309692345
1237,24,9486,39961,3096509,0.1960487693084565
1238,102,6494,39961,3096509,1.2170933414005358
1239,68,5168,39961,3096509,1.0195825798574663
1240,22,955,39961,3096509,1.7850702340541191
1243,30,835,39961,3096509,2.7840099186527225
1251,8,3810,39961,3096509,0.16270504161504976
1252,42,29889,39961,3096509,0.10888646642259801
1253,224,43696,39961,3096509,0.3972302691205947
1254,106,18162,39961,3096509,0.45224960154893457
1255,138,6368,39961,3096509,1.6792371384335911
1256,142,5000,39961,3096509,2.200667040364355
1257,114,3405,39961,3096509,2.5943211371175003
1258,11,3808,39961,3096509,0.22383693192249
1259,106,5042,39961,3096509,1.6290672874517549
1270,113,35798,39961,3096509,0.24459956410458464
1271,304,36650,39961,3096509,0.6427404072312933
1272,95,19459,39961,3096509,0.378302391005237
1273,81,6667,39961,3096509,0.9414354824662611
1274,119,4268,39961,3096509,2.1605212868394856
1275,73,2777,39961,3096509,2.0369622445261877
1277,98,3447,39961,3096509,2.203031927698987
1278,32,8785,39961,3096509,0.28225666866401344
1279,27,1273,39961,3096509,1.6435062481284533
1289,31,25048,39961,3096509,0.09590133176877158
1290,64,21727,39961,3096509,0.22825284983783845
1291,79,12842,39961,3096509,0.47668383503069833
1292,118,5858,39961,3096509,1.5608768480986273
1293,45,2737,39961,3096509,1.2740125769501405
1294,15,2160,39961,3096509,0.5381130282581073
1295,24,1506,39961,3096509,1.2348729254050588
1296,34,2347,39961,3096509,1.1225400027063028
1297,20,677,39961,3096509,2.289166205883824
1306,21,19731,39961,3096509,0.08247193743107374
1307,19,6166,39961,3096509,0.2387734747509214
1308,82,13362,39961,3096509,0.4755305072348248
1309,34,3381,39961,3096509,0.7792373221980754
1310,34,4520,39961,3096509,0.5828764129096665
1312,92,4107,39961,3096509,1.735797759523595
1313,36,8617,39961,3096509,0.3237295971324159
1315,7,799,39961,3096509,0.6788710043606659
1324,6,5012,39961,3096509,0.09276329936452606
1325,138,4209,39961,3096509,2.540599215382539
1326,72,2896,39961,3096509,1.9265041011671462
1327,39,4978,39961,3096509,0.6070797040372701
1328,58,2311,39961,3096509,1.944751195158681
1329,64,3059,39961,3096509,1.6211996300839215
1330,17,707,39961,3096509,1.863225874364705
1337,5,1266,39961,3096509,0.3060358454548477
1338,11,8665,39961,3096509,0.09836942143806598
1339,52,2413,39961,3096509,1.669867532364984
1340,20,3658,39961,3096509,0.42366471333607125
1341,5,2401,39961,3096509,0.1613666723639472
1342,134,17609,39961,3096509,0.589666022674112
1343,52,2711,39961,3096509,1.486311455402695
1344,82,3183,39961,3096509,1.9962421104843635
1345,47,2593,39961,3096509,1.4045310355768876
1346,7,3748,39961,3096509,0.1447219670448698
1353,22,11528,39961,3096509,0.14787838944497603
1354,84,9446,39961,3096509,0.689076348698927
1355,16,2280,39961,3096509,0.543777375923982
1356,8,1094,39961,3096509,0.5666418725350453
1357,83,5864,39961,3096509,1.0967815337211626
1358,62,3405,39961,3096509,1.4109465833446053
1359,110,5182,39961,3096509,1.6448688474736428
1360,24,1945,39961,3096509,0.9561535350437113
1361,94,4300,39961,3096509,1.693929755930637
1368,8,5688,39961,3096509,0.10898491711556602
1369,42,6609,39961,3096509,0.49243570811091425
1370,10,2615,39961,3096509,0.29632227942320244
1371,27,2089,39961,3096509,1.0015239128135571
1372,65,5222,39961,3096509,0.9645227775748533
1373,18,1241,39961,3096509,1.1239234240491651
1374,242,6791,39961,3096509,2.761325697060598
1375,36,1587,39961,3096509,1.7577680771833823
1381,44,2359,39961,3096509,1.445309091582606
1382,101,8164,39961,3096509,0.9586374182981273
1383,64,3367,39961,3096509,1.472898624421359
1384,65,2961,39961,3096509,1.7010259859830743
1385,39,1693,39961,3096509,1.7850223075590843
1386,51,5480,39961,3096509,0.7211500145123247
1387,166,4688,39961,3096509,2.743825475145434
1388,79,2773,39961,3096509,2.2075635807660396
1389,13,1100,39961,3096509,0.9157705353628878
1394,40,6057,39961,3096509,0.5117270996808152
1395,80,7397,39961,3096509,0.8380508429813972
1396,132,4481,39961,3096509,2.2826271906114934
1397,16,2186,39961,3096509,0.5671603005977489
1398,111,3212,39961,3096509,2.6778327035110787
1399,45,6597,39961,3096509,0.5285694138415241
1400,266,7412,39961,3096509,2.7808798481379573
1401,57,1459,39961,3096509,3.0273007100360134
1406,14,927,39961,3096509,1.1702652265030682
1407,74,4727,39961,3096509,1.2130595365175354
1408,86,6164,39961,3096509,1.0811148186158988
1409,6,4828,39961,3096509,0.09629860323425946
1410,16,1166,39961,3096509,1.0633039597827436
1411,69,6590,39961,3096509,0.8113339982962904
1412,112,7054,39961,3096509,1.2303213665646093
1413,70,3833,39961,3096509,1.415126356598414
1414,85,3531,39961,3096509,1.8653365805378739
1419,17,1688,39961,3096509,0.7803914059098616
1420,53,13252,39961,3096509,0.3099063259633168
1421,18,4431,39961,3096509,0.31477972675355764
1423,36,2460,39961,3096509,1.1339747717439137
1424,101,4477,39961,3096509,1.7481161230703397
1425,206,7511,39961,3096509,2.1252276488148705
1426,133,5127,39961,3096509,2.010130820596698
1430,29,1528,39961,3096509,1.4706544541923139
1431,90,4180,39961,3096509,1.668407857948581
1433,5,3382,39961,3096509,0.11455984043342317
1435,18,1580,39961,3096509,0.8827778286360848
1436,120,7460,39961,3096509,1.246460204865964
1437,118,4969,39961,3096509,1.840132134466041
1438,172,10157,39961,3096509,1.3121968577234224
1439,13,688,39961,3096509,1.4641680071208962
1442,41,4835,39961,3096509,0.6570877598419576
1443,88,9454,39961,3096509,0.7212786433347508
1444,28,2559,39961,3096509,0.8478592145121877
1447,27,1449,39961,3096509,1.4438809205434926
1448,83,4661,39961,3096509,1.3798598828021662
1449,249,6757,39961,3096509,2.855495151875491
1450,80,3499,39961,3096509,1.7716667863770779
1453,29,5747,39961,3096509,0.39101444336277286
1454,41,4116,39961,3096509,0.7718705828075474
1455,129,6227,39961,3096509,1.6052653947201863
1459,39,1618,39961,3096509,1.8677643799119468
1460,128,4526,39961,3096509,2.1914492569274042
1461,241,7807,39961,3096509,2.3920423379876206
1462,51,4780,39961,3096509,0.8267577572233346
1464,86,12538,39961,3096509,0.5315035685076089
1465,51,6319,39961,3096509,0.6253999176337298
1466,142,5358,39961,3096509,2.05362732396823
1471,216,5616,39961,3096509,2.980318310352594
1472,178,5844,39961,3096509,2.3601836311279607
1475,26,4788,39961,3096509,0.4207801123221289
1476,48,3539,39961,3096509,1.050985377598202
1477,65,3744,39961,3096509,1.345282570645268
1478,141,4246,39961,3096509,2.5732093560415943
1483,187,5848,39961,3096509,2.477822781281517
1484,48,2162,39961,3096509,1.7203687563922465
1486,112,5071,39961,3096509,1.7114350068520516
1487,44,4422,39961,3096509,0.7710276225787804
1488,131,4323,39961,3096509,2.3481295778535585
1493,13,1781,39961,3096509,0.5656078545194704
1494,115,3543,39961,3096509,2.5151430279295104
1498,38,1581,39961,3096509,1.8624633084303372
1499,29,3972,39961,3096509,0.5657502532743847
1500,144,5215,39961,3096509,2.1396570956778733
1505,83,6383,39961,3096509,1.007602524477659
1508,71,3091,39961,3096509,1.7798989326790322
1509,18,2062,39961,3096509,0.6764253003128098
1510,54,3095,39961,3096509,1.3519763837593028
1511,18,1870,39961,3096509,0.7458764541417187
1516,23,1161,39961,3096509,1.5350821271239028
1519,34,3200,39961,3096509,0.8233129332349041
1520,89,4406,39961,3096509,1.5652420722096916
1521,104,4029,39961,3096509,2.0001937729445056
1528,16,6593,39961,3096509,0.18804981299964796
1529,33,1661,39961,3096509,1.5395021735596182
1530,185,5743,39961,3096509,2.496139835068079
1531,22,2013,39961,3096509,0.8468664051275129
1539,43,3603,39961,3096509,0.9247837554743825
1540,41,11702,39961,3096509,0.2714937035409216
1541,130,4598,39961,3096509,2.1908386013466217
1542,65,6305,39961,3096509,0.7988482068986333
1543,16,1636,39961,3096509,0.7578315507987035
1551,18,1820,39961,3096509,0.7663675655192383
1552,168,7982,39961,3096509,1.6309233750463705
1553,18,4404,39961,3096509,0.31670957521458076
1554,219,5175,39961,3096509,3.2792140017676656
1556,115,10086,39961,3096509,0.8835169292042688
1560,36,2235,39961,3096509,1.248133305812093
1561,125,6148,39961,3096509,1.5754773111005091
1562,140,5647,39961,3096509,1.921083522168132
1563,135,8535,39961,3096509,1.2256493578602934
1564,194,4753,39961,3096509,3.1627867783333645
1566,128,3754,39961,3096509,2.6421149006002747
1571,43,1563,39961,3096509,2.131795182964939
1572,126,7640,39961,3096509,1.2779480084705626
1574,160,6998,39961,3096509,1.7716667863770779
1576,224,5383,39961,3096509,3.2244796283658754
1581,16,1455,39961,3096509,0.8521047540252089
1582,165,4694,39961,3096509,2.723810300684411
1583,34,1589,39961,3096509,1.6580247868796054
1584,130,7536,39961,3096509,1.336713891851349
1585,35,6788,39961,3096509,0.39954178880684443
1586,37,2196,39961,3096509,1.3055857079049158
1587,22,2660,39961,3096509,0.6408804787675502
1591,52,1589,39961,3096509,2.535802615227632
1592,58,10049,39961,3096509,0.44724052264023395
1593,6,3249,39961,3096509,0.1430993094536795
1594,205,21035,39961,3096509,0.7551745469065522
1596,137,3967,39961,3096509,2.6760508750884644
1601,24,1108,39961,3096509,1.678446413050558
1602,16,4719,39961,3096509,0.2627277849346639
1603,148,5544,39961,3096509,2.0685903423948018
1604,204,6422,39961,3096509,2.4614774708984983
1605,67,8452,39961,3096509,0.6142586957683647
1609,30,1176,39961,3096509,1.9767417364583533
1610,11,3034,39961,3096509,0.28093969570232097
1611,128,8605,39961,3096509,1.1526437346721015
1612,243,8122,39961,3096509,2.3183515248470434
1613,144,4240,39961,3096509,2.6316773004622904
1614,55,13556,39961,3096509,0.31438884507260323
1618,30,1644,39961,3096509,1.414019636298676
1620,191,5629,39961,3096509,2.6292877472394705
1621,218,6387,39961,3096509,2.6448166875025056
1622,239,6129,39961,3096509,3.0216508370910455
1623,9,4527,39961,3096509,0.1540522387060983
1628,60,3693,39961,3096509,1.2589484332927285
1629,208,5223,39961,3096509,3.0858819495283987
1630,222,5154,39961,3096509,3.337678945936199
1631,134,6130,39961,3096509,1.693870961381474
1636,35,11293,39961,3096509,0.24015670436738337
1637,57,2455,39961,3096509,1.7991167967179404
1638,111,4339,39961,3096509,1.9822997565516443
1639,184,4591,39961,3096509,3.1056072308270113
1640,10,2736,39961,3096509,0.2832173832937407
1646,36,1842,39961,3096509,1.514428848257344
1647,69,2780,39961,3096509,1.923270161428976
1654,43,1705,39961,3096509,1.954249777697478
1655,9,1576,39961,3096509,0.4425091907503216
1663,15,934,39961,3096509,1.2444583951151087
1672,20,519,39961,3096509,2.9860607348426758
1699,24,26019,39961,3096509,0.07147540741996304
1709,88,42960,39961,3096509,0.1587283122459668
1719,7,13481,39961,3096509,0.04023573418026646
1766,6,509,39961,3096509,0.9134177925638598
