grid_id,local,visitor,total_local,total_visitor,OR
811,11,1397,33217,3019348,0.7157297077035073
812,30,2653,33217,3019348,1.0278666363928997
813,30,7554,33217,3019348,0.3609915523365585
814,10,510,33217,3019348,1.7823073113401067
815,18,3713,33217,3019348,0.4406566420172953
823,113,4487,33217,3019348,2.2891546769006093
824,98,4556,33217,3019348,1.9552177221417584
829,10,2221,33217,3019348,0.409264623495477
830,28,6055,33217,3019348,0.4203360595530424
831,68,5895,33217,3019348,1.04852277450848
834,6,798,33217,3019348,0.6834411494612439
842,197,17472,33217,3019348,1.0248879096287802
843,15,4884,33217,3019348,0.2791697569973754
848,5,741,33217,3019348,0.6133446213113726
850,29,4193,33217,3019348,0.6286745798883896
851,57,3073,33217,3019348,1.6860290771447086
853,12,1805,33217,3019348,0.6043058584709946
854,9,713,33217,3019348,1.1473759549861273
861,61,4207,33217,3019348,1.3179838472971408
862,126,10733,33217,3019348,1.0670927776643553
867,7,1004,33217,3019348,0.6337487152872688
869,41,14787,33217,3019348,0.25203250071090566
880,218,8796,33217,3019348,2.2528072632423037
881,95,3093,33217,3019348,2.7918780871137456
886,14,1053,33217,3019348,1.208516068657964
887,17,1491,33217,3019348,1.0363919778215105
888,77,14186,33217,3019348,0.49338226502415045
898,159,5032,33217,3019348,2.8721641469906447
899,219,8342,33217,3019348,2.386309081797848
905,22,2328,33217,3019348,0.8589986268572163
906,64,5292,33217,3019348,1.0992915843186144
917,229,7441,33217,3019348,2.7974152787449404
918,181,5011,33217,3019348,3.283272558567256
923,11,5012,33217,3019348,0.19949608971703905
924,20,5613,33217,3019348,0.3238826754974004
925,87,6758,33217,3019348,1.1701831222870749
926,19,2398,33217,3019348,0.7202067492446051
927,11,606,33217,3019348,1.6499577585178213
928,7,336,33217,3019348,1.893701518298863
937,239,9645,33217,3019348,2.2524151184991763
943,17,2461,33217,3019348,0.6278994063112037
944,72,5674,33217,3019348,1.1534424475221838
945,7,1031,33217,3019348,0.6171519982040912
946,13,1880,33217,3019348,0.6285477379885588
947,11,2126,33217,3019348,0.47030780887196605
956,40,2322,33217,3019348,1.5658513846398867
957,93,3718,33217,3019348,2.2736642220780325
962,49,2119,33217,3019348,2.101928254383637
963,48,9408,33217,3019348,0.4637636371344155
965,9,873,33217,3019348,0.9370894111169632
966,11,2783,33217,3019348,0.35927933944010054
976,33,3151,33217,3019348,0.9519591256697552
980,25,2597,33217,3019348,0.8750257304422933
981,21,2669,33217,3019348,0.7151933797097243
982,29,4570,33217,3019348,0.576812366186437
985,14,1007,33217,3019348,1.2637213707019224
995,18,3142,33217,3019348,0.520737782243863
999,13,3254,33217,3019348,0.36314374536523986
1000,20,4570,33217,3019348,0.3978016318527152
1001,93,6666,33217,3019348,1.2681493515880775
1004,15,5208,33217,3019348,0.261802053221041
1015,54,1730,33217,3019348,2.837268401983036
1018,16,23755,33217,3019348,0.06122343784691757
1020,37,5312,33217,3019348,0.6331351461782343
1021,21,2871,33217,3019348,0.6648732603431745
1034,164,7425,33217,3019348,2.0077061753600876
1037,37,29751,33217,3019348,0.11304540675939567
1038,93,33002,33217,3019348,0.2561506447392923
1039,70,3471,33217,3019348,1.8331423513351135
1040,73,6044,33217,3019348,1.0978706353605585
1053,10,3522,33217,3019348,0.2580853857988229
1054,52,3168,33217,3019348,1.4920072568415284
1058,32,2999,33217,3019348,0.9698984768613049
1059,90,4521,33217,3019348,1.809509081851601
1060,24,2550,33217,3019348,0.8555075094432512
1061,30,10669,33217,3019348,0.2555937938279466
1062,8,1375,33217,3019348,0.528859187655828
1069,10,502,33217,3019348,1.8107106151064827
1071,13,1443,33217,3019348,0.8188979538589678
1072,38,2535,33217,3019348,1.362568666420957
1073,30,3563,33217,3019348,0.765346670320057
1079,58,2967,33217,3019348,1.7769009190913496
1080,99,8729,33217,3019348,1.030916441168083
1081,19,2745,33217,3019348,0.6291642202872726
1082,22,6368,33217,3019348,0.3140309050445351
1083,9,2351,33217,3019348,0.3479706745661884
1086,28,1688,33217,3019348,1.507781303669237
1087,10,1843,33217,3019348,0.4932049532194543
1088,11,795,33217,3019348,1.2577036498890564
1091,14,1357,33217,3019348,0.9377799707419572
1092,137,7851,33217,3019348,1.5861649706194527
1093,35,4118,33217,3019348,0.7725639996945336
1101,50,7636,33217,3019348,0.595191676783299
1102,57,8498,33217,3019348,0.6096925575506813
1103,300,46367,33217,3019348,0.5881187453038503
1104,20,1516,33217,3019348,1.199177742458383
1107,29,7528,33217,3019348,0.35016372389373235
1108,27,2318,33217,3019348,1.058773584001435
1109,34,2076,33217,3019348,1.4886902109170252
1112,21,5341,33217,3019348,0.3573958304522101
1113,85,5316,33217,3019348,1.4534052284912267
1114,158,6591,33217,3019348,2.179006571806794
1123,25,6889,33217,3019348,0.329865266650985
1124,83,15399,33217,3019348,0.489934856088231
1125,196,40563,33217,3019348,0.43921662313329146
1126,16,7717,33217,3019348,0.18846219593799748
1127,10,1148,33217,3019348,0.7917915755953434
1130,23,2408,33217,3019348,0.86820866951908
1131,67,3372,33217,3019348,1.8060925512601256
1132,22,1123,33217,3019348,1.7807202166728402
1133,12,3110,33217,3019348,0.35073057059168655
1135,164,9031,33217,3019348,1.6506719468551267
1136,204,14825,33217,3019348,1.2508010298268106
1137,22,2236,33217,3019348,0.8943420408423969
1145,12,10139,33217,3019348,0.10758182015387564
1146,59,10941,33217,3019348,0.49017116349715567
1147,56,27176,33217,3019348,0.1873075390486953
1148,21,4035,33217,3019348,0.47307339044492047
1150,16,3880,33217,3019348,0.37483576444678524
1151,64,7079,33217,3019348,0.8217899511532853
1152,29,3298,33217,3019348,0.7992821447762332
1153,109,3957,33217,3019348,2.5038782774171473
1154,36,2547,33217,3019348,1.2847727615313842
1156,41,1457,33217,3019348,2.557861762534085
1157,103,8549,33217,3019348,1.09515268528127
1158,187,6234,33217,3019348,2.7266385672522606
1165,130,14711,33217,3019348,0.8032558951930463
1166,53,16172,33217,3019348,0.2978961577140927
1167,172,37350,33217,3019348,0.41859169304084104
1168,27,7240,33217,3019348,0.33898303421482406
1169,15,7942,33217,3019348,0.17167780070198707
1170,29,3372,33217,3019348,0.7817415520379648
1171,14,3506,33217,3019348,0.3629684598678939
1172,84,4332,33217,3019348,1.762558753873734
1173,69,3657,33217,3019348,1.7150504316668946
1174,92,7244,33217,3019348,1.1544155031485064
1177,45,1880,33217,3019348,2.175742169960396
1178,96,3724,33217,3019348,2.3432267981528363
1179,26,1314,33217,3019348,1.7985840904391028
1187,159,30552,33217,3019348,0.4730534821830624
1188,54,20416,33217,3019348,0.2404229200348086
1190,73,12921,33217,3019348,0.5135461744539289
1191,96,8271,33217,3019348,1.0550328371806506
1192,85,5570,33217,3019348,1.3871278625959356
1193,15,6913,33217,3019348,0.19723204009477527
1194,100,6641,33217,3019348,1.3687347218543204
1195,38,6420,33217,3019348,0.538023608937247
1199,137,4609,33217,3019348,2.7018835288204213
1200,21,1332,33217,3019348,1.4330714192531937
1208,23,9784,33217,3019348,0.21368013861426255
1209,103,32107,33217,3019348,0.29160184092159275
1210,198,36552,33217,3019348,0.4923872628012802
1211,33,6670,33217,3019348,0.44971862143709124
1212,41,8176,33217,3019348,0.45582247896430556
1213,143,11038,33217,3019348,1.1776016689258377
1214,60,9980,33217,3019348,0.5464789952605937
1215,67,6062,33217,3019348,1.0046427058477638
1216,181,17672,33217,3019348,0.9309913304085854
1217,54,8131,33217,3019348,0.603674128081497
1220,12,724,33217,3019348,1.5065912631769962
1221,103,2887,33217,3019348,3.242972049348659
1231,103,21561,33217,3019348,0.4342312650836964
1232,115,34556,33217,3019348,0.30250122644431426
1233,78,17714,33217,3019348,0.4002494346003694
1234,39,5889,33217,3019348,0.6019713435652014
1235,44,8482,33217,3019348,0.4715276593547747
1236,146,5885,33217,3019348,2.255065461382911
1237,21,9483,33217,3019348,0.2012919045075666
1238,80,6524,33217,3019348,1.1146250506234878
1239,49,5195,33217,3019348,0.8573601484194274
1240,16,963,33217,3019348,1.5102417092975355
1243,23,840,33217,3019348,2.488864852621363
1251,6,3809,33217,3019348,0.14318352251774022
1252,30,29896,33217,3019348,0.09121388099914245
1253,226,43685,33217,3019348,0.4702500645646347
1254,73,18195,33217,3019348,0.3646897565330704
1255,94,6416,33217,3019348,1.3317302447887265
1256,105,5042,33217,3019348,1.8929503475260352
1257,91,3432,33217,3019348,2.4101655687440076
1259,85,5072,33217,3019348,1.5233245651930918
1270,95,35827,33217,3019348,0.24102712823967443
1271,324,36636,33217,3019348,0.8038772249313221
1272,77,19479,33217,3019348,0.35931622832961635
1273,57,6703,33217,3019348,0.772962457715305
1274,94,4305,33217,3019348,1.9847575494923275
1275,52,2799,33217,3019348,1.6887027472933056
1277,94,3452,33217,3019348,2.475197349526208
1278,77,8752,33217,3019348,0.7997167289342548
1279,22,1285,33217,3019348,1.556224749668171
1289,11,25055,33217,3019348,0.03990718026987826
1290,46,21741,33217,3019348,0.19232293603807965
1291,48,12874,33217,3019348,0.33890696738858017
1292,96,5892,33217,3019348,1.4810211466940193
1293,27,2764,33217,3019348,0.8879295107508416
1294,11,2161,33217,3019348,0.46269060696982867
1295,19,1512,33217,3019348,1.1422326618310603
1296,31,2353,33217,3019348,1.1975469014996634
1297,15,677,33217,3019348,2.013980935266147
1306,11,19735,33217,3019348,0.050665031753828214
1307,7,6177,33217,3019348,0.1030085332926045
1308,59,13388,33217,3019348,0.40057982520334484
1309,30,3381,33217,3019348,0.8065454558859398
1310,31,4534,33217,3019348,0.6214882794946422
1312,72,4134,33217,3019348,1.5831234753848262
1313,35,8618,33217,3019348,0.3691597297217556
1315,7,801,33217,3019348,0.7943616855785494
1325,116,4228,33217,3019348,2.493881280484406
1326,64,2905,33217,3019348,2.0025649102286085
1327,26,4990,33217,3019348,0.4736151292258479
1328,47,2331,33217,3019348,1.83277161101769
1329,55,3077,33217,3019348,1.624755283818329
1330,12,715,33217,3019348,1.525555349007196
1339,38,2433,33217,3019348,1.4196923836321933
1340,11,3677,33217,3019348,0.27192667981011687
1342,179,17576,33217,3019348,0.9257330134970319
1343,35,2731,33217,3019348,1.1649280669139839
1344,75,3202,33217,3019348,2.1290835308794214
1345,36,2610,33217,3019348,1.2537610052185575
1346,5,3745,33217,3019348,0.1213587087828377
1353,24,11527,33217,3019348,0.18925515303897722
1354,51,9477,33217,3019348,0.48916126588536635
1355,8,2290,33217,3019348,0.3175464554702024
1356,8,1093,33217,3019348,0.6653077612321714
1357,54,5893,33217,3019348,0.8329330282420928
1358,41,3433,33217,3019348,1.0855824608249818
1359,96,5203,33217,3019348,1.6771433012341266
1360,21,1949,33217,3019348,0.9794002721627778
1361,71,4325,33217,3019348,1.4921930114133009
1369,44,6610,33217,3019348,0.6050677165880786
1370,10,2614,33217,3019348,0.3477340201925992
1371,21,2101,33217,3019348,0.9085440887411965
1372,47,5254,33217,3019348,0.813131066859961
1373,24,1239,33217,3019348,1.7607297409848994
1374,191,6851,33217,3019348,2.53414910520566
1375,29,1592,33217,3019348,1.6557993175075487
1381,39,2365,33217,3019348,1.4989468254780007
1382,58,8217,33217,3019348,0.6416046034981179
1383,49,3386,33217,3019348,1.3154122773298658
1384,40,2984,33217,3019348,1.2184674648571772
1385,28,1704,33217,3019348,1.493623732742765
1386,43,5489,33217,3019348,0.7120786907941069
1387,139,4733,33217,3019348,2.6695069786794874
1388,54,2805,33217,3019348,1.7499017238611951
1389,7,1107,33217,3019348,0.5747820326543974
1394,39,6063,33217,3019348,0.5846955702219151
1395,54,7434,33217,3019348,0.6602736528693371
1396,109,4515,33217,3019348,2.194428869045327
1397,8,2198,33217,3019348,0.33083775387932823
1398,96,3234,33217,3019348,2.6982611615093264
1399,35,6612,33217,3019348,0.4811582805115078
1400,219,7470,33217,3019348,2.6648715341844245
1401,38,1483,33217,3019348,2.3291379429380488
1406,11,932,33217,3019348,1.072826611225107
1407,59,4749,33217,3019348,1.129282522598943
1408,60,6197,33217,3019348,0.8800807443441544
1409,13,4821,33217,3019348,0.24510884617682854
1410,8,1177,33217,3019348,0.6178261538035372
1411,68,6595,33217,3019348,0.9372315020056845
1412,90,7084,33217,3019348,1.154826448200323
1413,67,3836,33217,3019348,1.5876288015769406
1414,72,3557,33217,3019348,1.8399304040598456
1419,14,1690,33217,3019348,0.7529984735484235
1420,38,13275,33217,3019348,0.2601967283899907
1421,15,4441,33217,3019348,0.30701758459247497
1423,33,2465,33217,3019348,1.2168856815356588
1424,96,4481,33217,3019348,1.9473725945818259
1425,168,7564,33217,3019348,2.0188800956586506
1426,116,5149,33217,3019348,2.0478015253229884
1430,19,1542,33217,3019348,1.1200102365036078
1431,72,4196,33217,3019348,1.5597312791327147
1432,5,2790,33217,3019348,0.16289905533753662
1433,5,3385,33217,3019348,0.1342653956844098
1435,18,1582,33217,3019348,1.0342339518395813
1436,109,7483,33217,3019348,1.3240473531657961
1437,93,4997,33217,3019348,1.6917117425827746
1438,150,10182,33217,3019348,1.3390935898400917
1439,10,696,33217,3019348,1.3060010471026642
1442,35,4847,33217,3019348,0.6563685889709283
1443,59,9483,33217,3019348,0.5655343983784014
1444,22,2572,33217,3019348,0.7775073107790045
1447,21,1463,33217,3019348,1.304751285335102
1448,69,4681,33217,3019348,1.339871700193513
1449,210,6807,33217,3019348,2.804247290208982
1450,70,3517,33217,3019348,1.809166079466642
1453,21,5758,33217,3019348,0.3315128743392244
1454,34,4124,33217,3019348,0.7493988549621107
1455,97,6261,33217,3019348,1.4082533571633136
1459,28,1638,33217,3019348,1.5538063739888106
1460,99,4557,33217,3019348,1.9747354871529947
1461,201,7864,33217,3019348,2.323300133335126
1462,38,4803,33217,3019348,0.7191571037637157
1464,74,12567,33217,3019348,0.5352453085857851
1465,38,6343,33217,3019348,0.5445548745667865
1466,115,5392,33217,3019348,1.938655857012189
1471,170,5662,33217,3019348,2.7291777444928864
1472,144,5892,33217,3019348,2.2215317200410287
1475,19,4802,33217,3019348,0.35965343287975077
1476,31,3559,33217,3019348,0.7917470804239135
1477,46,3761,33217,3019348,1.111750319703241
1478,124,4275,33217,3019348,2.6365640788104874
1483,158,5894,33217,3019348,2.4366868535423447
1484,46,2167,33217,3019348,1.9295306656224689
1486,81,5114,33217,3019348,1.439716758534607
1487,39,4423,33217,3019348,0.8014942894540971
1488,113,4340,33217,3019348,2.3666905611182107
1493,10,1793,33217,3019348,0.5069585771240682
1494,102,3556,33217,3019348,2.6073010780627768
1498,17,1605,33217,3019348,0.9627790896771788
1499,20,3984,33217,3019348,0.45631361886719596
1500,116,5253,33217,3019348,2.0072587195674987
1505,69,6407,33217,3019348,0.9789198421423184
1508,58,3116,33217,3019348,1.6919335773247866
1509,15,2068,33217,3019348,0.6593158090789079
1510,41,3106,33217,3019348,1.1998726941442892
1511,10,1884,33217,3019348,0.48247172440735364
1516,16,1170,33217,3019348,1.2430450991910484
1519,32,3198,33217,3019348,0.9095451945300356
1520,75,4416,33217,3019348,1.543778411656682
1521,86,4055,33217,3019348,1.927792815668978
1528,12,6596,33217,3019348,0.16536871960887586
1529,32,1668,33217,3019348,1.743840247066579
1530,143,5796,33217,3019348,2.2426444481717387
1531,18,2021,33217,3019348,0.8095784818457287
1539,31,3618,33217,3019348,0.7788357819869287
1540,47,11715,33217,3019348,0.3646769633190128
1541,104,4638,33217,3019348,2.038240185284158
1542,70,6317,33217,3019348,1.0072561503061863
1543,20,1632,33217,3019348,1.1139420695875664
1551,16,1822,33217,3019348,0.7982232524991915
1552,123,8043,33217,3019348,1.390080040288013
1553,15,4411,33217,3019348,0.3091056661018321
1554,162,5244,33217,3019348,2.808051679308154
1556,88,10115,33217,3019348,0.790805260829896
1560,34,2246,33217,3019348,1.3760110765199218
1561,104,6192,33217,3019348,1.5267051000238896
1562,98,5697,33217,3019348,1.5636250556569866
1563,125,8550,33217,3019348,1.3289133461746407
1564,156,4799,33217,3019348,2.9547899497857646
1566,102,3785,33217,3019348,2.4495541964573935
1571,31,1582,33217,3019348,1.7811806948348345
1572,105,7677,33217,3019348,1.2432272570309066
1574,113,7048,33217,3019348,1.457354857442258
1576,189,5435,33217,3019348,3.1609310347759494
1581,13,1456,33217,3019348,0.811586364985227
1582,117,4747,33217,3019348,2.2403681750087245
1583,25,1601,33217,3019348,1.4193890205862807
1584,109,7557,33217,3019348,1.3110819562974265
1585,31,6802,33217,3019348,0.41426460735499976
1586,31,2207,33217,3019348,1.2767684001942492
1587,15,2678,33217,3019348,0.5091355837099258
1591,45,1597,33217,3019348,2.5612994862401655
1592,46,10077,33217,3019348,0.4149343011217515
1594,274,20993,33217,3019348,1.1863936725892748
1596,108,4011,33217,3019348,2.4475065247722028
1601,30,1107,33217,3019348,2.4633515685188465
1602,16,4714,33217,3019348,0.3085198909744435
1603,117,5571,33217,3019348,1.9089979764434417
1604,152,6474,33217,3019348,2.1341436943942704
1605,61,8467,33217,3019348,0.6548669003872767
1609,21,1195,33217,3019348,1.5973649627156938
1610,9,3038,33217,3019348,0.2692821118844993
1611,106,8643,33217,3019348,1.1147927021988449
1612,203,8171,33217,3019348,2.2582581806760644
1613,117,4276,33217,3019348,2.4871439959696944
1614,55,13577,33217,3019348,0.3682236140759371
1618,22,1654,33217,3019348,1.2090379705704954
1619,32,11088,33217,3019348,0.26233094625785114
1620,160,5667,33217,3019348,2.5663715652965005
1621,185,6418,33217,3019348,2.620141708085682
1622,201,6183,33217,3019348,2.9549461828477166
1628,43,3712,33217,3019348,1.052963344226523
1629,189,5247,33217,3019348,3.2741871877277084
1630,175,5210,33217,3019348,3.053184789579741
1631,106,6170,33217,3019348,1.5616131807300837
1636,24,11319,33217,3019348,0.19273294010780903
1637,50,2463,33217,3019348,1.8452633552242268
1638,84,4375,33217,3019348,1.7452353192642323
1639,148,4630,33217,3019348,2.90558435982616
1640,7,2740,33217,3019348,0.23222033217095545
1646,26,1850,33217,3019348,1.2774808080199898
1647,50,2800,33217,3019348,1.623172729970454
1654,36,1712,33217,3019348,1.9113996633296937
1655,8,1582,33217,3019348,0.4596595341509251
1663,14,938,33217,3019348,1.3566816847514243
1672,15,522,33217,3019348,2.6120020942053284
1699,14,26024,33217,3019348,0.048899762538304484
1709,182,42863,33217,3019348,0.3859593697095132
