grid_id,local,visitor,total_local,total_visitor,OR
215,5,232,46874,3203442,1.4728783179558405
233,6,181,46874,3203442,2.2654658769000333
234,38,1540,46874,3203442,1.6863500326102192
270,39,2220,46874,3203442,1.2005948667445445
285,7,1068,46874,3203442,0.4479315334008024
286,52,2434,46874,3203442,1.4600496325241792
287,52,979,46874,3203442,3.629990608338971
304,28,1938,46874,3203442,0.9873908723881465
321,188,5174,46874,3203442,2.483226158328641
323,38,1271,46874,3203442,2.0432565304639954
338,57,2534,46874,3203442,1.5372804164678797
339,227,5524,46874,3203442,2.808387535728689
341,6,913,46874,3203442,0.44912302707437685
354,271,7625,46874,3203442,2.428926048695596
355,83,3404,46874,3203442,1.66637749063206
370,70,3347,46874,3203442,1.4293124519631222
371,279,6876,46874,3203442,2.7730211682561268
374,8,358,46874,3203442,1.5271855631989049
377,7,506,46874,3203442,0.9454365171384526
387,354,14710,46874,3203442,1.644657382693097
388,81,2953,46874,3203442,1.874590541891375
406,29,4398,46874,3203442,0.45063780460240543
407,176,5703,46874,3203442,2.1090853052348897
424,70,8626,46874,3203442,0.5545917895572189
425,7,1290,46874,3203442,0.3708456416062457
442,173,6450,46874,3203442,1.833037028510872
461,5,400,46874,3203442,0.8542694244143876
462,71,3845,46874,3203442,1.2619636750776908
463,149,4564,46874,3203442,2.2311331154731593
480,140,4559,46874,3203442,2.0986658375611187
481,123,6010,46874,3203442,1.398670738142691
500,72,2981,46874,3203442,1.650651420539038
501,59,2889,46874,3203442,1.3956911329996224
502,168,5609,46874,3203442,2.0469568664876747
504,8,1182,46874,3203442,0.46254858851540437
521,36,1236,46874,3203442,1.9905306976645925
522,81,5158,46874,3203442,1.073219439745101
539,5,162,46874,3203442,2.109307220776265
541,6,3490,46874,3203442,0.1174926428994
542,63,3018,46874,3203442,1.4266129552844644
558,7,2392,46874,3203442,0.19999618631774957
559,114,4262,46874,3203442,1.8280002699810454
562,44,1911,46874,3203442,1.5735365640704575
576,120,5888,46874,3203442,1.3928305832843275
579,144,4035,46874,3203442,2.438955085316913
592,107,2515,46874,3203442,2.9075730707702414
593,282,22920,46874,3203442,0.8408515800518578
594,102,3867,46874,3203442,1.8026476605175592
597,262,6355,46874,3203442,2.8175432156924565
598,76,2353,46874,3203442,2.2073770082615707
599,5,409,46874,3203442,0.8354713197206723
608,9,1046,46874,3203442,0.5880248428091386
609,10,5698,46874,3203442,0.11993954712732714
610,131,5920,46874,3203442,1.512287764841686
611,44,2448,46874,3203442,1.228361263863825
612,96,3080,46874,3203442,2.13012635698133
613,88,3872,46874,3203442,1.5532171352988864
614,177,11561,46874,3203442,1.0463156344354059
615,168,6145,46874,3203442,1.8684102626736154
624,40,2413,46874,3203442,1.1328894148885371
625,19,8758,46874,3203442,0.14826324790019058
626,130,7397,46874,3203442,1.2010817917952723
627,127,4100,46874,3203442,2.1169213053780918
628,9,2936,46874,3203442,0.2094938642978062
629,205,9036,46874,3203442,1.5504668614869361
630,256,8534,46874,3203442,2.050086455590187
631,89,3173,46874,3203442,1.9169235114498704
640,32,1293,46874,3203442,1.6913609640377665
641,13,4436,46874,3203442,0.2002795765083325
642,25,1715,46874,3203442,0.9962325649147377
643,103,9277,46874,3203442,0.7587776282391455
644,135,7269,46874,3203442,1.2692405810531553
645,286,8762,46874,3203442,2.2307332150880153
646,11,1567,46874,3203442,0.47974288033481877
647,206,6758,46874,3203442,2.0832139855503264
657,9,789,46874,3203442,0.7795614519370837
659,5,681,46874,3203442,0.5017735238851028
660,103,3945,46874,3203442,1.7843295455448802
661,37,5008,46874,3203442,0.5049196278487594
662,17,1357,46874,3203442,0.856158008256129
663,175,5953,46874,3203442,2.0090327468169704
664,33,2084,46874,3203442,1.0821839157648672
665,13,980,46874,3203442,0.9065716340724113
674,18,806,46874,3203442,1.5262381776137943
675,29,1818,46874,3203442,1.0901568012328817
677,48,2099,46874,3203442,1.562836869819556
678,115,3800,46874,3203442,2.0682312380558856
680,82,4208,46874,3203442,1.3317508137258511
681,58,2449,46874,3203442,1.618542314937835
695,85,4674,46874,3203442,1.2428395562725363
696,12,2322,46874,3203442,0.3531863253392817
697,5,1293,46874,3203442,0.264275150630901
698,95,3886,46874,3203442,1.6707276442484165
699,50,1432,46874,3203442,2.386227442498289
701,154,7492,46874,3203442,1.4047783380653038
704,6,263,46874,3203442,1.5591229038741672
705,5,1391,46874,3203442,0.24565619681218906
714,6,1598,46874,3203442,0.25660157929843935
715,108,5427,46874,3203442,1.360030924440816
716,100,10965,46874,3203442,0.62326998589285
717,10,1198,46874,3203442,0.5704637224803923
718,14,615,46874,3203442,1.5557426916164456
720,24,1719,46874,3203442,0.9541578213354416
721,143,6317,46874,3203442,1.5470701623081515
722,104,3517,46874,3203442,2.020904637795765
734,26,1905,46874,3203442,0.9327456182582289
735,112,8206,46874,3203442,0.9327631053805645
736,35,2450,46874,3203442,0.9763079136164428
737,11,1309,46874,3203442,0.5742987727155546
738,15,1083,46874,3203442,0.9465589190187119
739,64,3065,46874,3203442,1.4270340792827614
740,29,1968,46874,3203442,1.007065581626717
741,226,7088,46874,3203442,2.179061962953178
746,5,2746,46874,3203442,0.12443837209240896
755,32,2802,46874,3203442,0.7804888388653933
756,69,3848,46874,3203442,1.2254592574759404
757,68,3408,46874,3203442,1.3636225554032477
758,24,1432,46874,3203442,1.1453891723991787
759,48,3562,46874,3203442,0.9209417714068636
760,9,1189,46874,3203442,0.517303604355222
761,5,976,46874,3203442,0.35011041984196206
762,251,7007,46874,3203442,2.448084778398873
763,178,4468,46874,3203442,2.722649195089722
767,48,3736,46874,3203442,0.8780499437235675
773,14,685,46874,3203442,1.396761686633743
774,45,3433,46874,3203442,0.8958257873264769
775,76,6696,46874,3203442,0.7756807198983685
776,16,1534,46874,3203442,0.7128193371906232
777,221,7203,46874,3203442,2.096832350915781
778,45,2784,46874,3203442,1.1046587384668805
780,25,1302,46874,3203442,1.3122418193769394
781,76,3472,46874,3203442,1.4959556740897106
785,194,7212,46874,3203442,1.8383612682905288
786,145,4801,46874,3203442,2.0640544309949793
793,11,1410,46874,3203442,0.5331610592089795
794,6,2401,46874,3203442,0.17078272541395503
795,29,1427,46874,3203442,1.3888612926709034
796,88,6089,46874,3203442,0.9876920262567397
797,38,7728,46874,3203442,0.3360480137447901
800,56,2429,46874,3203442,1.5755977856634236
805,173,6620,46874,3203442,1.7859650806488103
811,24,1385,46874,3203442,1.1842579746394397
812,36,2644,46874,3203442,0.9305204017826915
813,82,7491,46874,3203442,0.7480987083377896
814,13,507,46874,3203442,1.7523475372602824
815,23,3707,46874,3203442,0.42402366898367216
823,140,4453,46874,3203442,2.1486228505369724
824,121,4537,46874,3203442,1.8226422808753076
829,17,2219,46874,3203442,0.5235720672391019
830,51,6024,46874,3203442,0.5785888531890273
831,88,5874,46874,3203442,1.0238435049161199
834,9,798,46874,3203442,0.7707694054866655
842,243,17406,46874,3203442,0.9540961513625009
843,54,4848,46874,3203442,0.7612301801712363
850,50,4174,46874,3203442,0.8186578096927528
851,71,3058,46874,3203442,1.5867398072837544
853,25,1794,46874,3203442,0.9523627919892838
854,10,710,46874,3203442,0.9625570979317042
859,14,6539,46874,3203442,0.14631927746507326
861,81,4178,46874,3203442,1.3249559287231283
862,153,10701,46874,3203442,0.9771290304487528
867,10,997,46874,3203442,0.6854719553977031
868,9,1083,46874,3203442,0.5679353514112272
869,83,14735,46874,3203442,0.38495751463261174
871,5,867,46874,3203442,0.394126608726361
880,256,8752,46874,3203442,1.9990216878435394
881,109,3078,46874,3203442,2.4201524954169784
886,18,1044,46874,3203442,1.1783026543646726
887,28,1480,46874,3203442,1.2929483180325865
888,120,14144,46874,3203442,0.5798208762993581
